seed,scenario,method,temporal,view,event_index,sequence_index,channel,start,end_exclusive,duration,any_active_hit,fresh_onset_hit,pre_active,fresh_delay_detected,fresh_delay_capped,scoreable_fraction,fully_unavailable,delay_fraction_capped
44,switch_delay12,regime_marginal,point,clean,16,8,1,30,42,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,clean,17,8,2,123,135,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,clean,18,9,1,4,16,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,clean,19,9,0,49,61,12,True,True,False,5.0,5,1.0,False,0.4166666666666667
44,switch_delay12,regime_marginal,point,clean,20,10,0,99,111,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,clean,21,10,2,19,31,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,clean,22,11,2,2,14,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,clean,23,11,2,118,130,12,True,True,False,2.0,2,1.0,False,0.16666666666666666
44,switch_delay12,regime_marginal,ewma,clean,0,0,0,62,74,12,True,True,False,3.0,3,1.0,False,0.25
44,switch_delay12,regime_marginal,ewma,clean,1,0,2,121,133,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,2,1,1,46,58,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,3,1,0,133,145,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,4,2,1,5,17,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,5,2,1,141,153,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,6,3,2,65,77,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,7,3,0,128,140,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,8,4,0,82,94,12,True,True,False,8.0,8,1.0,False,0.6666666666666666
44,switch_delay12,regime_marginal,ewma,clean,9,4,1,143,155,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,10,5,0,25,37,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,11,5,0,90,102,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,12,6,2,26,38,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,13,6,0,144,156,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,14,7,2,68,80,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,15,7,0,141,153,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,16,8,1,30,42,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,17,8,2,123,135,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,18,9,1,4,16,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,19,9,0,49,61,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,20,10,0,99,111,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,21,10,2,19,31,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,22,11,2,2,14,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,clean,23,11,2,118,130,12,True,True,False,2.0,2,1.0,False,0.16666666666666666
44,switch_delay12,regime_marginal,cusum,clean,0,0,0,62,74,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,1,0,2,121,133,12,True,True,False,0.0,0,1.0,False,0.0
44,switch_delay12,regime_marginal,cusum,clean,2,1,1,46,58,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,3,1,0,133,145,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,4,2,1,5,17,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,5,2,1,141,153,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,6,3,2,65,77,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,7,3,0,128,140,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,8,4,0,82,94,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,9,4,1,143,155,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,10,5,0,25,37,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,11,5,0,90,102,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,12,6,2,26,38,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,13,6,0,144,156,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,14,7,2,68,80,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,15,7,0,141,153,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,16,8,1,30,42,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,17,8,2,123,135,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,18,9,1,4,16,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,19,9,0,49,61,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,20,10,0,99,111,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,21,10,2,19,31,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,22,11,2,2,14,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,clean,23,11,2,118,130,12,True,True,False,2.0,2,1.0,False,0.16666666666666666
44,switch_delay12,regime_marginal,carry,clean,0,0,0,62,74,12,True,True,False,3.0,3,1.0,False,0.25
44,switch_delay12,regime_marginal,carry,clean,1,0,2,121,133,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,2,1,1,46,58,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,3,1,0,133,145,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,4,2,1,5,17,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,5,2,1,141,153,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,6,3,2,65,77,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,7,3,0,128,140,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,8,4,0,82,94,12,True,True,False,8.0,8,1.0,False,0.6666666666666666
44,switch_delay12,regime_marginal,carry,clean,9,4,1,143,155,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,10,5,0,25,37,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,11,5,0,90,102,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,12,6,2,26,38,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,13,6,0,144,156,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,14,7,2,68,80,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,15,7,0,141,153,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,16,8,1,30,42,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,17,8,2,123,135,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,18,9,1,4,16,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,19,9,0,49,61,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,20,10,0,99,111,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,21,10,2,19,31,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,22,11,2,2,14,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,clean,23,11,2,118,130,12,True,True,False,2.0,2,1.0,False,0.16666666666666666
44,switch_delay12,regime_conditional,point,clean,0,0,0,62,74,12,True,True,True,1.0,1,1.0,False,0.08333333333333333
44,switch_delay12,regime_conditional,point,clean,1,0,2,121,133,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,point,clean,2,1,1,46,58,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,point,clean,3,1,0,133,145,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,point,clean,4,2,1,5,17,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,point,clean,5,2,1,141,153,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,point,clean,6,3,2,65,77,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,point,clean,7,3,0,128,140,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,point,clean,8,4,0,82,94,12,True,True,False,8.0,8,1.0,False,0.6666666666666666
44,switch_delay12,regime_conditional,point,clean,9,4,1,143,155,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,point,clean,10,5,0,25,37,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,point,clean,11,5,0,90,102,12,True,True,False,3.0,3,1.0,False,0.25
44,switch_delay12,regime_conditional,point,clean,12,6,2,26,38,12,True,True,False,10.0,10,1.0,False,0.8333333333333334
44,switch_delay12,regime_conditional,point,clean,13,6,0,144,156,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,point,clean,14,7,2,68,80,12,True,True,True,11.0,11,1.0,False,0.9166666666666666
44,switch_delay12,regime_conditional,point,clean,15,7,0,141,153,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,point,clean,16,8,1,30,42,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,point,clean,17,8,2,123,135,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,point,clean,18,9,1,4,16,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,point,clean,19,9,0,49,61,12,True,True,False,5.0,5,1.0,False,0.4166666666666667
44,switch_delay12,regime_conditional,point,clean,20,10,0,99,111,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,point,clean,21,10,2,19,31,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,point,clean,22,11,2,2,14,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,point,clean,23,11,2,118,130,12,True,True,False,2.0,2,1.0,False,0.16666666666666666
44,switch_delay12,regime_conditional,ewma,clean,0,0,0,62,74,12,True,True,True,1.0,1,1.0,False,0.08333333333333333
44,switch_delay12,regime_conditional,ewma,clean,1,0,2,121,133,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,2,1,1,46,58,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,3,1,0,133,145,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,4,2,1,5,17,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,5,2,1,141,153,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,6,3,2,65,77,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,7,3,0,128,140,12,True,True,True,11.0,11,1.0,False,0.9166666666666666
44,switch_delay12,regime_conditional,ewma,clean,8,4,0,82,94,12,True,True,False,1.0,1,1.0,False,0.08333333333333333
44,switch_delay12,regime_conditional,ewma,clean,9,4,1,143,155,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,10,5,0,25,37,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,11,5,0,90,102,12,True,True,False,4.0,4,1.0,False,0.3333333333333333
44,switch_delay12,regime_conditional,ewma,clean,12,6,2,26,38,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,13,6,0,144,156,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,14,7,2,68,80,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,15,7,0,141,153,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,16,8,1,30,42,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,17,8,2,123,135,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,18,9,1,4,16,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,19,9,0,49,61,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,20,10,0,99,111,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,21,10,2,19,31,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,22,11,2,2,14,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,ewma,clean,23,11,2,118,130,12,True,True,False,2.0,2,1.0,False,0.16666666666666666
44,switch_delay12,regime_conditional,cusum,clean,0,0,0,62,74,12,True,True,False,6.0,6,1.0,False,0.5
44,switch_delay12,regime_conditional,cusum,clean,1,0,2,121,133,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,2,1,1,46,58,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,3,1,0,133,145,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,4,2,1,5,17,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,5,2,1,141,153,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,6,3,2,65,77,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,7,3,0,128,140,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,8,4,0,82,94,12,True,True,False,4.0,4,1.0,False,0.3333333333333333
44,switch_delay12,regime_conditional,cusum,clean,9,4,1,143,155,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,10,5,0,25,37,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,11,5,0,90,102,12,True,True,False,9.0,9,1.0,False,0.75
44,switch_delay12,regime_conditional,cusum,clean,12,6,2,26,38,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,13,6,0,144,156,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,14,7,2,68,80,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,15,7,0,141,153,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,16,8,1,30,42,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,17,8,2,123,135,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,18,9,1,4,16,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,19,9,0,49,61,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,20,10,0,99,111,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,21,10,2,19,31,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,22,11,2,2,14,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,cusum,clean,23,11,2,118,130,12,True,True,False,2.0,2,1.0,False,0.16666666666666666
44,switch_delay12,regime_conditional,carry,clean,0,0,0,62,74,12,True,True,True,1.0,1,1.0,False,0.08333333333333333
44,switch_delay12,regime_conditional,carry,clean,1,0,2,121,133,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,2,1,1,46,58,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,3,1,0,133,145,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,4,2,1,5,17,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,5,2,1,141,153,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,6,3,2,65,77,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,7,3,0,128,140,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,8,4,0,82,94,12,True,True,False,8.0,8,1.0,False,0.6666666666666666
44,switch_delay12,regime_conditional,carry,clean,9,4,1,143,155,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,10,5,0,25,37,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,11,5,0,90,102,12,True,True,False,4.0,4,1.0,False,0.3333333333333333
44,switch_delay12,regime_conditional,carry,clean,12,6,2,26,38,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,13,6,0,144,156,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,14,7,2,68,80,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,15,7,0,141,153,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,16,8,1,30,42,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,17,8,2,123,135,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,18,9,1,4,16,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,19,9,0,49,61,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,20,10,0,99,111,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,21,10,2,19,31,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,22,11,2,2,14,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_conditional,carry,clean,23,11,2,118,130,12,True,True,False,2.0,2,1.0,False,0.16666666666666666
44,switch_delay12,regime_marginal,point,observed,0,0,0,62,74,12,True,True,False,0.0,0,1.0,False,0.0
44,switch_delay12,regime_marginal,point,observed,1,0,2,121,133,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,observed,2,1,1,46,58,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,observed,3,1,0,133,145,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,observed,4,2,1,5,17,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,observed,5,2,1,141,153,12,True,True,False,3.0,3,1.0,False,0.25
44,switch_delay12,regime_marginal,point,observed,6,3,2,65,77,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,observed,7,3,0,128,140,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,observed,8,4,0,82,94,12,True,True,False,0.0,0,1.0,False,0.0
44,switch_delay12,regime_marginal,point,observed,9,4,1,143,155,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,observed,10,5,0,25,37,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,observed,11,5,0,90,102,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,observed,12,6,2,26,38,12,True,True,False,10.0,10,1.0,False,0.8333333333333334
44,switch_delay12,regime_marginal,point,observed,13,6,0,144,156,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,observed,14,7,2,68,80,12,True,True,True,11.0,11,1.0,False,0.9166666666666666
44,switch_delay12,regime_marginal,point,observed,15,7,0,141,153,12,True,True,False,11.0,11,1.0,False,0.9166666666666666
44,switch_delay12,regime_marginal,point,observed,16,8,1,30,42,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,observed,17,8,2,123,135,12,True,True,True,10.0,10,1.0,False,0.8333333333333334
44,switch_delay12,regime_marginal,point,observed,18,9,1,4,16,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,observed,19,9,0,49,61,12,True,True,False,5.0,5,1.0,False,0.4166666666666667
44,switch_delay12,regime_marginal,point,observed,20,10,0,99,111,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,observed,21,10,2,19,31,12,True,True,False,7.0,7,1.0,False,0.5833333333333334
44,switch_delay12,regime_marginal,point,observed,22,11,2,2,14,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,point,observed,23,11,2,118,130,12,True,True,False,2.0,2,1.0,False,0.16666666666666666
44,switch_delay12,regime_marginal,ewma,observed,0,0,0,62,74,12,True,True,False,2.0,2,1.0,False,0.16666666666666666
44,switch_delay12,regime_marginal,ewma,observed,1,0,2,121,133,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,observed,2,1,1,46,58,12,True,True,False,5.0,5,1.0,False,0.4166666666666667
44,switch_delay12,regime_marginal,ewma,observed,3,1,0,133,145,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,observed,4,2,1,5,17,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,observed,5,2,1,141,153,12,True,True,False,3.0,3,1.0,False,0.25
44,switch_delay12,regime_marginal,ewma,observed,6,3,2,65,77,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,observed,7,3,0,128,140,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,observed,8,4,0,82,94,12,True,True,False,1.0,1,1.0,False,0.08333333333333333
44,switch_delay12,regime_marginal,ewma,observed,9,4,1,143,155,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,observed,10,5,0,25,37,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,observed,11,5,0,90,102,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,observed,12,6,2,26,38,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,observed,13,6,0,144,156,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,observed,14,7,2,68,80,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,observed,15,7,0,141,153,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,observed,16,8,1,30,42,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,observed,17,8,2,123,135,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,observed,18,9,1,4,16,12,True,True,False,10.0,10,1.0,False,0.8333333333333334
44,switch_delay12,regime_marginal,ewma,observed,19,9,0,49,61,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,observed,20,10,0,99,111,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,observed,21,10,2,19,31,12,True,True,False,7.0,7,1.0,False,0.5833333333333334
44,switch_delay12,regime_marginal,ewma,observed,22,11,2,2,14,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,ewma,observed,23,11,2,118,130,12,True,True,False,2.0,2,1.0,False,0.16666666666666666
44,switch_delay12,regime_marginal,cusum,observed,0,0,0,62,74,12,True,True,False,7.0,7,1.0,False,0.5833333333333334
44,switch_delay12,regime_marginal,cusum,observed,1,0,2,121,133,12,True,True,False,0.0,0,1.0,False,0.0
44,switch_delay12,regime_marginal,cusum,observed,2,1,1,46,58,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,3,1,0,133,145,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,4,2,1,5,17,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,5,2,1,141,153,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,6,3,2,65,77,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,7,3,0,128,140,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,8,4,0,82,94,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,9,4,1,143,155,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,10,5,0,25,37,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,11,5,0,90,102,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,12,6,2,26,38,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,13,6,0,144,156,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,14,7,2,68,80,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,15,7,0,141,153,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,16,8,1,30,42,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,17,8,2,123,135,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,18,9,1,4,16,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,19,9,0,49,61,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,20,10,0,99,111,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,21,10,2,19,31,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,22,11,2,2,14,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,cusum,observed,23,11,2,118,130,12,True,True,False,2.0,2,1.0,False,0.16666666666666666
44,switch_delay12,regime_marginal,carry,observed,0,0,0,62,74,12,True,True,False,2.0,2,1.0,False,0.16666666666666666
44,switch_delay12,regime_marginal,carry,observed,1,0,2,121,133,12,True,False,True,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,observed,2,1,1,46,58,12,True,True,False,5.0,5,1.0,False,0.4166666666666667
44,switch_delay12,regime_marginal,carry,observed,3,1,0,133,145,12,False,False,False,,12,1.0,False,1.0
44,switch_delay12,regime_marginal,carry,observed,4,2,1,5,17,12,False,False,False,,12,1.0,False,1.0
